ENSEMBLE,COMPOSER,WORK,COMP.CODE,ARR.CODE,COMP.LIVE,ARR.LIVE,LAO.GROUP
Nashville,Berlioz,Symphonie Fantastique,1,,2,,1
New York,Berlioz,Roman Carnival Overture,1,,2,,1
New York,Berlioz,Symphonie Fantastique,1,,2,,1
North Carolina,Berlioz,Roman Carnival Overture,1,,2,,2
Oklahoma City,Berlioz,Beatrice and Benedict Overture,1,,2,,3
Pacific,Berlioz,Symphonie Fantastique,1,,2,,1
Philadelphia,Berlioz,Symphonie Fantastique,1,,2,,1
Pittsburgh,Berlioz,King Lear Overture,1,,2,,1
Rochester,Berlioz,Les nuits d'été,1,,2,,2
Rochester,Berlioz,Symphonie Fantastique,1,,2,,2
San Francisco,Berlioz,Benvenuto Cellini Overture,1,,2,,1
Sarasota,Berlioz,Rob Roy Overture,1,,2,,2
Seattle,Berlioz,Three Fragments of The Damnation of Faust,1,,2,,1
Spokane,Berlioz,Around the Earth in 90 Minutes,1,,2,,3
St. Louis,Berlioz,The Damnation of Faust,1,,2,,1
Tucson,Berlioz,Symphonie Fantastique,1,,2,,3
Tulsa,Berlioz,Beatrice and Benedict Overture,1,,2,,4
Virginia,Berlioz,Symphonie Fantastique,1,,2,,3
Winston-Salem,Berlioz,Roman Carnival Overture,1,,2,,4
Akron,Bernstein,"Three Dance Episodes from ""On the Town""",1,,2,,5
Albany,Bernstein,"Suite from ""On the Waterfront""",1,,2,,4
Ann Arbor,Bernstein,Symphonic Dances from West Side Story,1,,2,,5
Buffalo,Bernstein,Chichester Psalms,1,,2,,2
Colorado,Bernstein,Facsimile,1,,2,,6
Erie,Bernstein,Symphonic Dances from West Side Story,1,,2,,5
Florida,Bernstein,Candide Overture,1,,2,,2
Florida,Bernstein,Chichester Psalms,1,,2,,2
Grant Park,Bernstein,Serenade,1,,2,,3
Hartford,Bernstein,Candide Overture,1,,2,,3
Knoxville,Bernstein,Fancy Free: Three Dance Episodes,1,,2,,3
Memphis,Bernstein,Unnamed work,1,,2,,3
Milwaukee,Bernstein,Sonata for Clarinet,1,,2,,1
National Symphony,Bernstein,Divertimento,1,,2,,1
North Carolina,Bernstein,Symphonic Dances from West Side Story,1,,2,,2
Omaha,Bernstein,"Three Dance Episodes from ""On the Town""",1,,2,,2
Savannah,Bernstein,Candide Overture,1,,2,,5
Seattle,Bernstein,Songfest,1,,2,,1
Spokane,Bernstein,"Prelude, fugure, and Riffs",1,,2,,3
Utah,Bernstein,"Three Dance Episodes from ""On the Town""",1,,2,,1
San Francisco,Berwald,Symphony No. 1,1,,2,,1
Oregon,"Bettison, Oscar",New work,1,,1,,1
Augusta,Bizet,Selections from Carmen,1,,2,,5
Baltimore,Bizet,Symphony in C,1,,2,,1
Grant Park,Bizet,Symphony in C,1,,2,,3
Louisville,Bizet,Selections from Carmen,1,,2,,3
Memphis,Bizet,duet from The Pearl Fishers,1,,2,,3
Milwaukee,Bizet,Selections from Carmen,1,,2,,1
National Symphony,Bizet,L'Arlésienne Suite No. 2,1,,2,,1
Oregon,Bizet,Symphony in C,1,,2,,1
Portland,Bizet,Selections from Carmen,1,,2,,3
Cincinnati,"Bjarnason, Daniel",Collider,1,,1,,1
Los Angeles,"Bjarnason, Daniel",New work for three conductors,1,,1,,1
San Diego,Bloch,Schelmo,1,,2,,1
Tulsa,Bloch,Suite for Viola and Orchestra,1,,2,,4
Ann Arbor,"Bolcom, William",Cabaret Songs (selected),1,,1,,5
Milwaukee,"Bolcom, William",Violin Concerto,1,,1,,1
St. Louis,"Bolcom, William",Violin Concerto,1,,1,,1
Peoria,"Bolling, Claude",Suite for Chamber Orchestra & Jazz Trio,1,,2,,5
Alabama,Borodin,"""Polovtsian Dances"" from Prince Igor",1,,2,,3
Albany,Borodin,Overture to Prince Igor,1,,2,,4
New York,Borodin,Symphony No. 2,1,,2,,1
Orchestra Iowa,Borodin,"""Polovtsian Dances"" from Prince Igor",1,,2,,4
Pittsburgh,Borodin,"""Polovtsian Dances"" from Prince Igor",1,,2,,1
Plano,Borodin,"""Polovtsian Dances"" from Prince Igor",1,,2,,5
Erie,Bottesini,Concerto for Double Bass,1,,2,,5
Greensboro,Bottesini,Concerto No. 2 for Double Bass,1,,2,,5
Wisconsin Chamber,"Bowen, York",Symphony No. 1,1,,2,,3
Portland,Boyce,Symphony No. 5,1,,2,,3
York,"Boyer, Peter",Three Olympians,1,,1,,5
Alabama,Brahms,Concerto for Piano No. 1,1,,2,,3
Alabama,Brahms,Nänie,1,,2,,3
Alabama,Brahms,Serenade No. 2,1,,2,,3
Alabama,Brahms,Symphony No. 3,1,,2,,3
Albany,Brahms,Symphony No. 1,1,,2,,4
Albany,Brahms,Tragic Overture,1,,2,,4
Ann Arbor,Brahms,Concerto for Piano No. 2,1,,2,,5
Atlanta,Brahms,Concerto for Piano No. 1,1,,2,,1
Atlanta,Brahms,Symphony No. 1,1,,2,,1
Austin,Brahms,Double Concerto,1,,2,,3
Baltimore,Brahms,Academic Festival Overture,1,,2,,1
Baltimore,Brahms,Concerto for Piano No. 2,1,,2,,1
Baltimore,Brahms,Symphony No. 4,1,,2,,1
Boise,Brahms,Hungarian Dances Nos. 1 & 6,1,,2,,5
Boise,Brahms,Symphony No. 2,1,,2,,5
Boston,Brahms,Serenade No. 2,1,,2,,1
Boston,Brahms,Variations on a Theme by Haydn,1,,2,,1
Buffalo,Brahms,Symphony No. 4,1,,2,,2
California,Brahms,Double Concerto,1,,2,,5
California,Brahms,Hugarian Dance No. 5,1,,2,,5
California,Brahms,Symphony No. 3,1,,2,,5
Canton,Brahms,Nänie,1,,2,,5
Canton,Brahms,Symphony No. 2,1,,2,,5
Canton,Brahms,Tragic Overture,1,,2,,5
Charleston,Brahms,Concerto for Piano No. 1,1,,2,,3
Charlotte,Brahms,Serenade No. 2,1,,2,,2
Charlotte,Brahms,Variations on a Theme by Haydn,1,,2,,2
Chattanooga,Brahms,Violin Concerto,1,,2,,6
Chautauqua,Brahms,Concerto for Piano No. 1,1,,2,,6
Chautauqua,Brahms,Symphony No. 3,1,,2,,6
Chicago,Brahms,Double Concerto,1,,2,,1
Chicago,Brahms,Symphony No. 2,1,,2,,1
Chicago,Brahms,Symphony No. 3,1,,2,,1
Chicago,Brahms,Symphony No. 4,1,,2,,1
Chicago,Brahms,Violin Concerto,1,,2,,1
Cincinnati,Brahms,Symphony No. 4,1,,2,,1
Cleveland,Brahms,Symphony No. 3,1,,2,,1
Colorado,Brahms,Academic Festival Overture,1,,2,,6
Colorado,Brahms,Tragic Overture,1,,2,,6
Colorado Springs,Brahms,Symphony No. 4,1,,2,,3
Columbus,Brahms,Symphony No. 3,1,,2,,2
Dallas,Brahms,Symphony No. 2,1,,2,,1
Dallas,Brahms,Violin Concerto,1,,2,,1
Des Moines,Brahms,Symphony No. 2,1,,2,,6
Detroit,Brahms,Concerto for Piano No. 1,1,,2,,1
Elgin,Brahms,Symphony No. 3,1,,2,,6
Eugene,Brahms,Symphony No. 2,1,,2,,4
Evansville,Brahms,Double Concerto,1,,2,,5
Florida,Brahms,Symphony No. 2,1,,2,,2
Fort Worth,Brahms,Academic Festival Overture,1,,2,,2
Fort Worth,Brahms,Symphony No. 4,1,,2,,2
Grand Rapids,Brahms,Symphony No. 1,1,,2,,2
Grand Rapids,Brahms,Tragic Overture,1,,2,,2
Grant Park,Brahms,Violin Concerto,1,,2,,3
Harrisburg,Brahms,Variations on a Theme by Haydn,1,,2,,4
Hartford,Brahms,Variations on a Theme by Haydn,1,,2,,3
Houston,Brahms,Symphony No. 2,1,,2,,1
Houston,Brahms,Violin Concerto,1,,2,,1
Indianapolis,Brahms,Concerto for Piano No. 2,1,,2,,1
Indianapolis,Brahms,Violin Concerto,1,,2,,1
Jacksonville,Brahms,Concerto for Piano No. 2,1,,2,,2
Jacksonville,Brahms,Symphony No. 1,1,,2,,2
Jacksonville,Brahms,Symphony No. 2,1,,2,,2
Kalamazoo,Brahms,Concerto for Violin and Cello,1,,2,,5
Kansas City,Brahms,Symphony No. 4,1,,2,,2
Kansas City,Brahms,Variations on a Theme by Haydn,1,,2,,2
Las Vegas,Brahms,Symphony No. 2,1,,2,,5
Louisiana,Brahms,Symphony No. 2,1,,2,,3
Louisiana,Brahms,Variations on a Theme by Haydn,1,,2,,3
Louisville,Brahms,Symphony No. 3,1,,2,,3
Madison,Brahms,Concerto for Piano No. 1,1,,2,,3
Madison,Brahms,Double Concerto,1,,2,,3
Memphis,Brahms,Symphony No. 3,1,,2,,3
Milwaukee,Brahms,Alto Rhapsody,1,,2,,1
Milwaukee,Brahms,Gesang der Parzen,1,,2,,1
Milwaukee,Brahms,Schicksalslied,1,,2,,1
Minnesota,Brahms,Concerto for Piano No. 1,1,,2,,1
Minnesota,Brahms,Double Concerto,1,,2,,1
Minnesota,Brahms,"Hugarian Dance Nos. 1, 4, & 5",1,,2,,1
Minnesota,Brahms,Serenade No. 2,1,,2,,1
Mobile,Brahms,Symphony No. 3,1,,2,,5
Modesto,Brahms,Hungarian Dances Nos. 5 & 6,1,,2,,5
Naples,Brahms,Tragic Overture,1,,2,,2
Nashville,Brahms,Symphony No. 3,1,,2,,1
Nashville,Brahms,Violin Concerto,1,,2,,1
National Symphony,Brahms,Symphony No. 2,1,,2,,1
New Jersey,Brahms,Symphony No. 2,1,,2,,2
New Jersey,Brahms,Variations on a Theme by Haydn,1,,2,,2
New York,Brahms,Violin Concerto,1,,2,,1
North Carolina,Brahms,Concerto for Piano No. 2,1,,2,,2
Omaha,Brahms,Serenade No. 1,1,,2,,2
Omaha,Brahms,Symphony No. 1,1,,2,,2
Omaha,Brahms,Violin Concerto,1,,2,,2
Orchestra Iowa,Brahms,Symphony No. 1,1,,2,,4
Oregon,Brahms,Symphony No. 2,1,,2,,1
Pacific,Brahms,Symphony No. 4,1,,2,,1
Pasadena,Brahms,Symphony No. 1,1,,2,,6
Philadelphia,Brahms,Concerto for Piano No. 1,1,,2,,1
Philadelphia,Brahms,Concerto for Piano No. 2,1,,2,,1
Philadelphia,Brahms,Symphony No. 2,1,,2,,1
Pittsburgh,Brahms,Academic Festival Overture,1,,2,,1
Pittsburgh,Brahms,Symphony No. 1,1,,2,,1
Pittsburgh,Brahms,Symphony No. 3,1,,2,,1
Pittsburgh,Brahms,Violin Concerto,1,,2,,1
Portland,Brahms,Symphony No. 4,1,,2,,3
Princeton,Brahms,Symphony No. 3,1,,2,,5
Promusica Chamber,Brahms,Symphony No. 1,1,,2,,6
Quad City,Brahms,Symphony No. 1,1,,2,,4
Richmond,Brahms,Symphony No. 4,1,,2,,3
Richmond,Brahms,Variations on a Theme by Haydn,1,,2,,3
Rochester,Brahms,Symphony No. 4,1,,2,,2
Rockford,Brahms,Symphony No. 2,1,,2,,5
San Antonio,Brahms,Song of Destiny,1,,2,,6
San Antonio,Brahms,Symphony No. 1,1,,2,,6
San Diego,Brahms,Concerto for Piano No. 1,1,,2,,1
San Francisco,Brahms,A German Requiem,1,,2,,1
San Francisco,Brahms,Concerto for Piano No. 1,1,,2,,1
San Francisco,Brahms,Symphony No. 3,1,,2,,1
San Francisco,Brahms,Symphony No. 4,1,,2,,1
Santa Rosa,Brahms,Symphony No. 2,1,,2,,3
Sarasota,Brahms,Double Concerto,1,,2,,2
Seattle,Brahms,Concerto for Piano No. 2,1,,2,,1
Seattle,Brahms,Symphony No. 2,1,,2,,1
Seattle,Brahms,Violin Concerto,1,,2,,1
Silicon Valley,Brahms,Serenade No. 2,1,,2,,3
Silicon Valley,Brahms,Violin Concerto,1,,2,,3
St. Louis,Brahms,Symphony No. 4,1,,2,,1
Tacoma,Brahms,Symphony No. 3,1,,2,,5
Toledo,Brahms,Symphony No. 4,1,,2,,3
Tulsa,Brahms,Symphony No. 1,1,,2,,4
Utah,Brahms,Concerto for Piano No. 2,1,,2,,1
Virginia,Brahms,Symphony No. 4,1,,2,,3
West Virginia,Brahms,Symphony No. 2,1,,2,,3
Wichita,Brahms,Symphony No. 2,1,,2,,4
Santa Barbara,Brahms/Dünser,Piano Quartet in G Minor,1,1,2,2,3
Austin,Brahms/Schoenberg,Piano Quartet in G Minor,1,1,2,2,3
Cleveland,Brahms/Schoenberg,Piano Quartet in G Minor,1,1,2,2,1
Cleveland,"Bridge, Frank",The Sea,1,,2,,1
Charlotte,"Brittelle, William",We're Still Here,1,,1,,2
Boise,Britten,The Young Person's Guide to the Orchestra,1,,2,,5
Buffalo,Britten,Four Sea Interludes from Peter Grimes,1,,2,,2
Colorado Springs,Britten,War Requiem,1,,2,,3
Dallas,Britten,Lachrymae for Strings,1,,2,,1
Indianapolis,Britten,Les Illuminations,1,,2,,1
Jacksonville,Britten,Four Sea Interludes from Peter Grimes,1,,2,,2
Las Vegas,Britten,"Serenade for Tenor, Horn, and Strings",1,,2,,5
Milwaukee,Britten,Simple Symphony,1,,2,,1
Minnesota,Britten,Variations on a Theme of Frank Bridge,1,,2,,1
New York,Britten,Four Sea Interludes from Peter Grimes,1,,2,,1
Oklahoma City,Britten,Four Sea Interludes from Peter Grimes,1,,2,,3
Richmond,Britten,Variations on a Theme of Frank Bridge,1,,2,,3
San Antonio,Britten,Four Sea Interludes from Peter Grimes,1,,2,,6
San Diego,Britten,Violin Concerto,1,,2,,1
San Francisco,Britten,Les Illuminations,1,,2,,1
Seattle,Britten,Four Sea Interludes from Peter Grimes,1,,2,,1
Spokane,Britten,The Young Person's Guide to the Orchestra,1,,2,,3
St. Paul Chamber,Britten,Double Concerto,1,,2,,1
Eugene,"Browne, Matt",Barnstorming Season,1,,1,,4
Eugene,"Browne, Matt",Symphony No. 1,1,,1,,4
Santa Rosa,"Browne, Matt",How the Solar System was Won,1,,1,,3
